y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
-0.744985051,-0.506747679,-0.775460821,-0.971893668,-0.685555559,1.701359596,-0.046336343,-0.286816047,0.756317485,-1.044401647,0.886841074
-10.19733284,-1.456596978,-1.61552899,-1.33826042,-1.640722119,-1.231080311,0.569286225,0.790529104,0.892518157,-0.014502384,-1.991232785
1.388337074,-0.349895608,-0.221191009,-0.452337594,-0.181643105,2.194374897,-0.864336431,1.260391008,0.403001047,1.588585836,-0.444972519
3.719412487,1.539539607,1.649516619,-0.06430264,0.897572472,-2.330413196,0.461771071,-1.569293669,0.224768955,0.198750444,-0.553531776
-3.968914041,1.33548126,1.536583854,-1.466041861,-0.913983611,-1.94169557,-1.47127546,0.020613828,-1.468768949,-0.986043733,-0.688797583
3.589225029,1.085640713,0.985936854,-1.595715258,-1.355301431,1.248510351,0.201583936,0.741459443,1.202455249,0.067546422,-1.436604431
2.875837655,-0.21571118,0.329919102,-0.174091526,-0.668053805,-0.450978926,1.918597962,1.262628765,-0.49105214,0.02346484,-1.059486164
-0.504440641,-0.918060516,-0.792987767,1.183017823,0.619682955,0.402562662,-0.267141843,0.942083055,-0.989235185,1.192546767,-0.131212929
3.354228926,0.298950171,0.424468358,0.512594878,0.290266749,0.214246976,0.942676313,-0.176122569,0.000270313,-1.353359051,0.263031066
5.165216248,-0.620413793,-0.613986796,0.887293851,0.254406036,1.191472299,1.477217831,-0.190854962,1.040232191,0.406093958,0.590553167
3.954689513,-0.112746568,-0.459026192,0.522891629,1.153653679,0.66294883,0.784660371,0.939100249,-0.670387772,0.288033859,0.685656854
6.453671535,-1.278161578,-1.340241298,2.477790585,1.378445043,1.945164353,-0.674558117,1.137483472,0.990032031,-1.386314619,-1.370588977
-3.965247273,-0.249329017,-0.18453912,-1.538772672,-1.566512864,1.120689768,-0.806174511,0.820587359,-0.125647554,-1.515215862,1.144773763
-1.380579242,0.508470141,0.3092646,0.102491866,0.26877179,-0.425154481,-0.726380295,-0.481338273,-0.034263809,0.352405699,1.167716953
-2.050466747,0.243453169,0.678782798,-0.83953292,-1.568912923,-0.933639968,-0.059878077,-1.465313195,2.096821034,0.074045299,-0.779496302
-2.792196424,-0.018471929,-0.297839996,-0.246423142,-0.385250075,-0.388470622,-0.973770363,0.130289468,0.852271528,-0.848865292,-1.298112461
-2.387947568,0.081566615,0.498360401,-2.013354915,-1.896079144,0.861404126,-0.131359451,-0.882079362,1.665415075,-0.040328025,-0.445471396
-1.511486107,-0.50409733,-0.66786814,0.249782472,0.102912742,-0.397879074,-0.682217838,1.996136728,-0.197772826,-0.559072887,-1.311044461
-8.365723809,-1.537231432,-1.479477807,0.323781499,-0.693227168,-0.276635543,-0.341506249,-0.753429961,-0.57318572,-0.543111984,-2.297868567
6.938222724,0.986191019,0.996606571,1.684848271,0.825698974,-0.361305884,-2.150294907,0.796224849,2.00117481,-0.023609797,-0.658703891
8.100135922,0.68161467,0.733143387,0.406312402,-0.027389775,1.606941619,1.122567019,1.267133614,-1.366003032,-0.158167701,0.710523288
0.287487039,-0.213233601,-0.116859339,0.012226901,1.129598949,-0.552777452,1.489025003,-0.594500198,-1.215416388,1.499559802,0.765269103
1.106003351,0.78346589,0.900208324,-0.792158099,-0.973157548,-0.150608065,0.38598418,-1.813368688,1.526587848,-0.603644699,0.079192251
-10.85586126,-2.292515459,-2.702807967,0.577263501,0.396561361,-2.036383187,-0.343621715,-0.140943081,0.516154615,1.07569508,0.813517943
-5.560417735,-2.391024585,-2.253346669,2.319040442,1.967000334,-0.180932711,-0.641564298,-0.559655031,-1.335772789,1.862182435,-1.489127148
1.864372694,1.271404411,0.994022315,-0.658275986,-1.130478972,-0.870389624,-0.375842326,1.941821742,0.040684076,-0.440424745,0.438559971
-9.336892712,-0.535978408,-0.524340646,-2.145340409,-2.616254756,-0.235376739,-0.18539079,0.814064117,-0.589086138,-0.027191441,0.558497173
6.56674604,1.453248764,1.732276165,-0.009293392,0.657057923,2.132233404,-1.504003497,-1.351973038,-1.371655337,-0.575319712,-0.023999155
18.24493383,1.305008479,1.939430934,2.337853352,2.012168135,1.852729726,0.418148077,1.870284042,0.122285301,1.489357786,-1.185195682
0.102017192,0.592967418,0.472670041,-0.920426852,-0.441231718,-0.367391623,-1.22126989,0.262376434,0.71729845,-0.838307883,-0.725649165
-1.475448631,-0.563712997,-0.556325034,-0.581792545,0.377021761,0.245794576,-0.562988912,0.125513508,0.925991493,0.471357388,0.169929206
0.125860378,0.560954174,0.292513688,0.668068276,-0.121388946,-0.343217059,-0.623384821,-0.344130188,-0.836844753,-1.970172992,0.039454698
-5.002759439,-2.823934802,-2.604147531,-0.894522879,0.238940403,1.394298318,0.709309306,1.705473297,0.670643027,0.568958781,-1.092241266
-5.592011001,0.580955454,0.589679504,-0.910792234,-0.832957387,-1.068000773,0.063668512,-1.727799735,-1.99118743,0.152038075,0.381644536
-4.825901469,-2.229128635,-1.668682607,0.927345851,0.240114424,-0.034285834,0.297039683,1.337467767,-0.910506205,1.230621264,0.105880984
-8.226756538,-0.164583992,-0.277615597,-0.717493958,-1.172900714,-0.589043342,1.337533721,-1.31561899,-2.921397925,-0.174228628,1.071059864
2.064132241,1.431643996,1.004671202,-0.294847068,-0.144080645,-0.715005962,-1.787354057,-0.617697384,1.588904833,-1.199815267,-0.347594478
2.416903796,0.169596837,0.423036991,-0.655879085,-0.36255741,2.040008724,0.248395284,-0.954820911,-0.795199475,-0.035370167,-1.476533207
3.608689461,1.018350392,0.757893881,-0.304236441,-0.04090309,1.216701156,0.775352096,-0.040166138,-0.155988119,-0.535323266,0.390210285
9.847143339,1.581091757,1.932513817,0.821934859,1.38811943,1.191496816,-0.911036769,-0.640093405,0.226811447,0.211718262,-0.254209285
5.818089262,1.221281276,0.922701348,0.691630596,0.715853038,-0.531073653,0.480849061,0.672917376,-0.399433088,1.271821822,0.339615731
-4.902224047,-1.343299457,-1.295885419,0.715088261,1.736184565,0.203468647,-0.79461134,-2.239615449,0.094580673,-1.146769959,0.3441516
3.842570478,-0.423467211,0.170328235,2.103824105,1.366162318,-0.041731454,-0.581568882,0.236145084,0.896003257,-0.293498276,0.004336531
-1.017043131,-0.731265211,-0.994638767,0.407537547,-0.140561687,1.332229522,1.255651045,-1.334008584,-0.292746932,-0.843499959,1.516043385
-3.895521788,-0.723566322,-0.621841091,0.287240203,0.479804146,-2.147534606,-0.300592527,1.459745755,-0.501127452,-0.227647332,-1.304419453
5.404864477,0.933734155,1.433281823,0.837408824,0.692439562,-2.175103634,0.991553576,0.196527814,0.162248796,0.712805078,-0.884852072
5.878366823,0.688388914,0.840716473,0.043601315,-0.345345304,1.423638307,-0.96003576,0.120451741,1.61827471,1.147598384,-0.413200653
-1.033690847,-0.730056234,-0.930399391,0.767996152,0.537636442,-1.132858587,0.805011703,-0.554901752,0.571713166,0.14499349,-1.079917076
9.808095057,2.083890032,2.229580569,1.276600243,1.181633939,-0.466190405,0.009307252,1.63728481,-1.479090046,-1.792393533,-1.796450807
1.906011891,-0.292202406,-0.093149968,-0.380653831,-0.271299413,1.115439823,1.383025969,-0.490724716,0.380250396,1.057929411,-2.056167739
-4.249680997,0.186091353,0.110252842,-1.877049095,-1.787329136,0.113668998,0.533935329,0.366073268,-1.323771891,0.638439921,0.051283107
3.583349643,0.105896792,-0.151341797,-0.506922147,0.354051513,1.848028526,1.31889501,-0.045985142,0.449663496,-1.322801238,-1.150689837
-5.827763151,0.268766389,-0.252182583,-0.779694177,-1.123825123,-0.481495269,1.177711472,-1.66978014,-0.876444939,0.87474294,0.552966576
12.20275528,2.019370336,1.840268354,0.870386173,-0.480928702,1.242675326,-1.567517077,1.822593424,0.698139055,-1.088810862,0.258757963
5.551872802,1.629941351,1.795660196,-0.155221236,-0.029976614,-1.288010808,2.390021891,1.126577446,-4.040184956,0.542860714,0.103806755
-2.48455732,-0.784185552,-0.874560127,-0.113078689,0.09736296,-0.17366641,1.052062742,-0.952944009,0.172970998,0.469013307,0.339428971
2.439919895,0.826733302,1.078326208,0.378531946,-0.021262733,-0.694171904,0.726423708,-1.674196022,0.860890653,-0.585566753,-0.199468195
4.192398003,0.966684057,1.169470072,0.125837168,0.177262036,-1.075169285,-0.156121132,0.373322059,0.806560511,-1.126828164,-1.731404162
0.623691568,-1.313154783,-1.028864243,1.476876442,1.430353117,0.160757981,-1.920633835,0.598573762,1.556251834,1.810109979,0.5328223
-9.532215199,-1.813838169,-1.985635763,-1.23506689,-1.135542745,1.130148561,0.394146169,-1.273951995,0.036070385,0.282789886,-2.340421454
1.549380156,0.748736297,0.865015245,-1.133984072,-0.629133628,-0.065940785,0.062520086,0.42302651,-0.334783815,-0.29365268,1.880887883
0.755826581,-1.592961148,-1.923495059,2.473798093,2.274863269,-0.793963808,0.466777155,-1.417006445,2.233200142,1.037288263,0.713965067
3.689333673,1.426330851,1.264567246,0.297105171,0.439755732,-0.276988068,-0.792693137,-0.411717619,-1.45056425,1.499039832,-1.06052782
-0.942351836,-0.199471276,-0.124243421,-1.233007463,-1.321419104,1.624488465,-0.832421537,1.432124258,0.360040711,-0.364659949,0.348919826
1.547953246,-0.736601275,-0.863049885,0.648760039,0.711494361,0.762271951,0.04912933,-0.144129246,0.744300771,0.293532934,0.689050372
3.896678283,1.238039006,1.182348758,0.619504461,1.75483943,0.64077965,-0.879567248,-2.411232781,-0.354406152,-0.570198043,-0.609130689
-5.228124973,-1.857884754,-1.802290185,-0.242636395,-0.489582054,3.141325991,-0.289345468,-0.267569071,-0.261657587,-1.195341273,-1.144109228
-0.642029156,-0.392328559,-0.580386667,1.136192952,1.592412533,0.281486511,-1.637873199,-1.635521509,0.063733221,-0.628038667,-0.770107194
-4.315440783,-0.962766499,-0.811263633,-0.244384058,-0.262797681,0.072349095,0.097637975,-0.564604004,-1.073044345,1.665783183,0.89322152
-2.808187941,-0.340621421,-0.417352894,0.951798496,0.817529655,-0.451371327,-1.300882248,0.790721167,-1.547532518,-0.085787793,-0.714622406
7.496509899,1.363339695,1.139393007,0.621430064,0.656122897,0.937545273,-0.759078298,-0.371616259,1.023769454,0.325144696,-0.286186633
2.55080576,-0.436391583,0.09058496,1.154578011,1.292136169,-0.581125818,0.741990127,0.009122533,-0.216463793,-1.31251215,-0.498454169
-13.12854147,-1.475654747,-1.682463142,-1.088676093,-0.793910301,-1.030382161,-0.303485336,-0.671376516,-1.382894611,-0.197835617,0.147274508
6.003293149,1.112276133,0.939244822,0.547178023,0.64891419,0.755788978,-0.709972795,-0.137474586,-0.32283018,0.390811897,-0.871517691
-7.649314429,-1.388298343,-1.358630338,-0.438933713,-1.20388321,-0.503227712,0.35383625,0.083417597,0.256722405,0.003771034,-0.972359153
-4.407994974,-2.089450904,-2.047481326,1.410174174,1.177697123,0.809498055,-0.17935376,-0.521244028,-0.516860957,0.947448238,-0.407430283
0.211509135,2.177598421,1.677834231,-0.936764395,-0.830048479,-2.240341919,0.014950111,-0.92102118,1.008057787,-1.623916593,0.320462346
-4.221043256,-0.640498761,-0.6704319,-0.856809906,-0.42337013,-2.116080563,1.437759593,-0.110621423,0.604621911,-0.316542645,-0.480433531
4.893629353,1.574310349,1.599308559,0.308974747,-0.078733024,-0.13144407,-0.996196372,0.70640387,-0.257378747,0.852907919,-0.231449436
7.334274783,0.268584464,0.620221424,1.74753789,2.130020569,0.212267731,-0.013851335,0.956761808,-1.594049941,1.353059261,-0.156194926
-10.83280822,-0.695525085,-1.006925971,-0.264982562,-0.068201076,-0.117972752,-0.977471872,-1.850613268,-1.953332287,-1.153849926,-0.638883927
-3.985518723,0.078202323,0.13995834,0.270898751,-0.655234024,-1.767993101,-0.947891361,-0.672496576,0.092003114,1.048340718,0.584510659
8.491355318,1.100799965,1.175217081,1.578368438,1.566610486,-0.201058143,-0.68049132,-0.379583834,0.507570317,-0.092572322,1.795113588
-0.226909436,-0.65906841,-1.0982012,0.581310954,-0.2444978,1.48003265,0.115879529,-0.162521614,0.752206913,0.024619842,0.889637245
-2.517009637,-1.789893531,-1.681457842,0.660181656,0.677092649,-0.13929717,0.678196592,-0.993330306,0.959685289,-0.220326801,0.322471885
5.647624011,-1.003836294,-1.070501563,1.067604645,1.256093124,1.326837892,0.837354233,1.459043312,-0.132591585,0.628544303,0.839465722
5.784590295,0.977267253,0.760332648,0.405267405,0.385519923,-0.787031063,0.658369938,1.004443118,-0.865651793,-0.466651478,1.149846368
0.501633447,0.341177304,0.065058085,-0.870396459,0.491691925,-0.78241257,1.891203188,-1.198111166,0.000835006,1.104102561,0.665221772
-0.032253957,0.18465412,0.081750647,-0.742218654,0.101827671,0.295551428,1.049533868,-0.71147732,-1.064130482,0.109731701,1.494201724
0.168446447,-0.017735019,0.235685186,-1.41688203,-0.301783023,-0.163428903,0.586084111,1.636186165,0.071358739,0.482531352,2.429726011
-1.31223797,0.00680638,-0.211371309,-0.816224323,-0.874851104,0.358558953,-0.708092411,2.039923859,-0.166185352,0.29515006,0.357888409
-7.774231229,-1.335197472,-0.988045412,-0.61781932,-0.842732605,0.492281678,-1.143126411,-0.247054144,0.784653227,-1.494344031,0.037602164
0.654876214,-1.381538907,-1.042966944,0.263265676,0.582001518,1.15378472,0.273144586,-0.360141399,1.343573161,-0.155100788,-1.574625335
-2.236100821,0.849008485,0.862817665,-1.551613301,-1.046846789,0.001175157,0.324767489,0.504154381,-1.637950877,0.65751007,0.905592435
1.289684604,0.710294853,0.617236013,-0.569396332,-0.402047796,0.563998805,-0.655403265,-0.272668491,0.442161841,0.929292923,1.273468484
-6.518754313,-1.685890997,-1.671219019,-0.496968597,-0.941694596,0.46617359,0.885574536,0.108252194,-0.79654046,-0.888077385,1.498390064
1.509269511,-0.920123276,-0.817970419,0.191767586,0.598444627,1.736753338,0.257191259,-0.279990569,1.336075272,0.950662205,-1.051364002
11.24832365,0.289443206,0.446324422,1.681003527,1.55437384,1.011328773,1.166278964,1.763765965,1.06129924,1.834026621,-0.780604345
-1.788325482,-0.011687084,0.427309059,-0.517556681,-1.420873646,-1.26434885,1.063835432,1.972998859,-0.687640405,-0.811885018,-0.997948359
-1.685189202,-1.16877747,-0.6227664,0.89217422,0.122011293,1.081497601,-0.7762475,-1.21019728,2.233893032,-0.747884626,-0.489433308
0.80621263,0.67144007,0.628281869,0.182732423,-0.450923254,1.53556522,-2.168552958,-0.444818572,-1.082220881,-1.482880602,-1.443550887
1.036386029,1.24294717,1.296210357,-1.552117831,-0.873293498,-1.075982037,-0.851582239,0.596833599,0.930115342,2.14660424,-0.972982634
-0.322444095,0.058072064,-0.191972867,0.378307693,0.022408157,0.582042303,-0.428542201,-0.569854074,0.086854668,0.411883855,-0.568380232
10.67022563,-0.529580976,-0.502900604,1.436437621,1.244420816,1.899071834,1.123657535,1.103660386,0.690972251,0.984226809,0.060713665
-3.050078057,-0.658284619,-1.109917265,-0.001975766,-0.25293718,0.531236291,1.294523721,-0.927161652,-0.667449896,0.04413308,-2.418646212
2.462734732,1.169499184,1.317159194,-0.068848759,-0.693354442,-0.994508928,1.118731409,-1.19976625,0.084922015,-1.453639394,0.466156349
1.394215097,-0.386583933,-0.01959539,0.713615944,1.298313772,-0.502685285,1.013803903,-2.166051581,0.975941809,-0.256801947,1.419545155
2.764823269,-1.029616711,-0.682508949,1.692091754,1.273264892,0.776430579,-0.644305413,-0.528934371,0.814445628,-2.365881898,0.513818742
-0.390796566,0.385532757,0.486086417,-1.516156773,-2.38385443,0.072439217,2.628408959,0.794372668,-0.27280819,0.420247092,0.315403915
-9.146755798,-1.318192514,-1.119521295,-0.870570187,-1.45753541,-1.410366639,0.538999438,0.800915858,-0.642150103,1.65798394,0.51138978
6.414375791,0.626298123,0.554769369,1.299431108,1.091180712,0.179913429,-0.158919683,0.514986277,-0.227634063,1.003257486,-0.35163672
-1.072493772,-0.138968955,0.307663068,1.610247457,0.820079021,-1.354696537,-1.177403783,-1.538144908,0.864371236,-0.71605118,-0.115130747
3.132600589,0.634735287,0.572753218,0.88596538,0.189672515,-0.538069719,-0.568769238,0.235484891,-0.03669247,1.630284461,-0.672583434
6.810535769,0.879849121,0.469509768,1.482368394,1.846896262,-0.187904252,1.118347072,-0.710200862,-0.548217372,0.632728662,1.195764526
3.317130022,-0.354230851,-0.810199099,1.257816943,0.578871754,0.918374896,-0.267899716,0.882940142,-0.264931709,0.2521391,-0.263334534
-3.230627033,-0.504843864,-0.039354917,-0.162033238,-0.289060955,1.426972666,0.443291235,-1.600673167,-0.980193137,-0.98921885,-0.20789312
1.362415407,-0.147488602,-0.106580769,-0.613437852,-0.009406844,-0.36534835,1.064113219,0.160583013,1.782476795,-0.233831682,-2.565107927
-6.326395515,-1.573909599,-1.555674435,0.353304336,-0.597329716,0.529686858,-0.808781242,0.277107519,-0.548831794,0.739760558,-0.30139519
-9.194473983,-0.875357372,-1.276851878,-0.180894061,-0.363126231,-2.590799187,-0.277598819,0.574657988,-1.229534622,-0.856572069,1.654888419
6.542382144,0.517128852,0.440573872,0.883507113,0.440464169,0.204465548,2.270539717,0.391862924,-0.508923559,-0.73471883,-0.187872995
4.750366176,1.288771432,1.293240488,0.386371455,0.686006251,-1.255829398,-1.154804842,0.373938053,0.842767228,0.832525504,0.317256588
-8.942609069,-0.833079023,-0.64287866,-0.21989494,-1.240730173,0.063704929,-1.016246527,-1.119281427,-1.674423974,-1.337378655,-1.264190222
1.326734548,1.133440956,0.825029071,0.533801846,-0.903073142,-0.093013159,0.895102896,-0.332877986,-1.148806143,0.176383568,1.074794075
3.176766331,1.088193864,1.435169131,-0.588769434,-0.739365656,0.495192545,-1.279179699,0.826565408,0.09716727,0.431318332,-0.476123014
-0.60486941,-2.067336412,-1.84478503,1.558090486,1.955050853,-0.046401522,0.459822213,-0.080572706,1.108160713,0.60321804,-0.184452405
7.55527247,0.447686243,0.371679999,1.611383156,1.95914683,0.309670648,-0.492675053,0.934288209,0.020996468,-0.484410055,-0.022191698
-8.879543275,-1.530010531,-1.300387626,-0.92588036,-1.11836257,-0.873704277,1.815151495,-1.027493864,-1.747046815,-0.966501277,-0.563960024
-1.47595757,-1.047957025,-0.555110129,-0.280659562,0.000119041,0.262047587,0.342929072,0.937732063,-1.630017179,0.484178552,-1.830500084
7.149905056,1.141850862,0.942902363,1.245482364,0.254636077,2.155409344,-0.009325776,-1.080804555,-0.378461228,-0.756621345,-0.079629511
-16.18199237,-1.862263434,-1.601714958,-0.839288328,-1.373085192,-3.620783004,-0.148509331,-0.708752581,-0.246204463,0.465412645,-0.035987306
-7.638238691,-0.946902784,-0.557933374,-0.366125149,-2.028853151,1.079337974,-0.819529106,-1.289986288,-0.32347006,1.262183382,1.32044642
7.440476251,1.804536844,1.667368555,-0.110306526,-0.18675256,-0.188501001,0.115464325,0.065877347,1.143719049,0.86798351,0.066816546
-3.107679719,0.159159241,0.50952095,0.091912938,-0.874926823,-1.573082791,-0.81220264,0.003088277,0.955113143,0.591415281,-1.066342867
2.941090845,1.246527379,1.667584742,1.087271803,-0.094639624,-0.501087469,-0.844533784,-0.305927453,-1.462776844,-2.049797775,1.262040768
0.485960925,0.339248115,0.399425802,-0.799126906,-0.232676867,0.763730114,0.722820914,-0.826063307,-0.233921375,-0.880987137,-0.890043433
-8.389397762,-2.366157555,-2.359058491,-0.51419723,-0.827411182,0.35543408,0.312874481,0.705188023,0.439548358,1.286927889,-1.027045965
2.196774525,-0.353510028,-0.43635429,0.719530268,0.27281982,-0.500332945,1.14868774,0.153750551,0.27002751,-0.079530411,-0.754790472
-7.65824764,-1.336659583,-0.781866135,-1.156689363,-1.318459148,-0.85502156,1.201582172,-0.503440395,-0.302651674,0.834662543,-1.078908366
-3.141820529,-1.266977502,-1.332079024,-1.229460049,-0.856201242,0.520518241,0.949820875,1.26411683,0.024879284,-0.768074316,-0.298814417
3.480552866,1.189169566,1.240688023,0.348793082,0.207285186,-1.401688552,1.377782765,0.269405255,-1.137361315,0.669693027,-0.22913357
-1.924242162,-0.162821185,-0.29398839,0.117108493,-0.346899491,1.212234033,-0.595488227,-0.79887746,-0.167443295,0.638755126,-1.037662059
-3.790841457,-0.209201451,-0.007440265,-0.843772108,-1.350598642,-0.624941694,0.6722663,0.178367101,-0.785371422,0.039202792,-0.758649809
-3.190019303,-0.093347469,-0.298559134,-1.171953774,-0.714721753,0.490515585,0.58062343,0.159787282,-0.751965934,-0.229334447,1.14274011
0.462913913,0.635924072,0.907586565,-0.279195513,-0.842457368,-0.277461311,-2.117916315,2.481243195,-0.501474533,0.848270677,-0.012168593
0.963196217,1.221054903,0.865856997,0.42678546,0.81360633,-1.693545006,-0.201825236,-1.003638073,-0.788321206,-0.574756726,-1.846029497
1.744789728,1.856873908,1.80885347,-0.925773824,-2.001711956,0.411698999,-1.595802343,0.475043632,0.023958119,-0.760113444,-0.097784822
1.470388587,0.579252089,0.491258883,-0.563593117,-1.134613473,1.080110473,0.405254081,1.963877992,-0.996334916,-1.231308187,-0.083147818
-1.856447954,0.329429327,0.507548444,-0.054331114,-0.278473114,-0.941546305,-0.674674417,-0.36144059,-0.782134291,0.684375,0.604891636
7.021606072,0.517750136,0.57391462,0.657577119,0.309415312,-0.673082808,1.310326782,1.415430688,-0.079244978,-0.391821557,-0.963446798
2.015700213,0.501124835,0.567861918,1.205908865,0.90044111,-1.194824484,-0.886190132,0.188252488,-1.138212879,0.253641137,0.589976468
-6.470583638,-0.132714872,-0.14071703,-1.454693787,-0.783340365,0.012171034,0.458936258,-1.794057924,-0.585205152,-0.116746976,1.351614602
