X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,y
-0.825947821,0.017183769,1.942763751,-0.860807466,0.591854441,-0.026679579,0.916063825,2.284569657,-0.011368025,0.000275694,-1.793428887,0.141015328,2.905775974
-0.318722373,-1.196738477,0.643247742,0.628261778,-1.232387832,-0.574037619,0.218896406,-0.866644887,0.785582742,1.148446954,-0.863734519,-0.329544229,5.552590948
0.9122579,0.174328108,-1.089534756,0.755623785,0.249298521,0.061019014,-0.120122475,-0.887835925,-1.407753599,-0.702940299,1.41708783,0.801987859,2.349574315
1.31006879,-0.267656902,0.246281446,-1.299547182,-0.656213729,0.932045082,0.953373183,-0.869182698,-1.533490355,0.520912829,-2.343749628,-0.854883591,5.946503115
1.796404567,-0.469280113,1.253585711,-0.183308328,1.309972205,-0.566981581,-1.295222145,0.102685365,0.802924574,-0.343407613,0.186314124,0.364361113,4.494164335
1.01439057,0.126417423,-1.265279514,1.284248753,1.225064089,0.06810985,-1.222953916,-0.332823335,0.775150131,0.812285447,0.818519815,-0.28638639,3.46529421
0.661010839,0.948991164,-1.474371742,1.36374973,1.648231174,-1.754525573,-0.445936466,-0.87999355,1.296465068,-1.251392049,0.133481386,-0.067967819,0.031621803
0.039432576,0.217157705,0.599983873,0.797200349,1.734764887,-1.2259387,1.126002528,0.42544927,0.495284759,1.728192687,1.052356817,0.728900987,5.193978307
-0.87035909,1.331107701,0.680546605,-0.588081364,0.585071103,-0.959911024,-0.658891193,-1.726078775,0.690548418,0.007532839,-1.168670325,0.55092537,-1.7909475
0.180628702,-1.48563193,-0.25694095,-0.452926959,-0.82793073,0.86464206,-0.442525371,0.29617054,-1.008323448,0.314627499,-0.897114449,-0.68080547,4.885300169
-0.370739085,-0.339779442,-0.218071205,-1.333557706,1.078868168,1.167238232,-0.503285368,0.805918592,0.19339554,0.377520521,1.646200951,-0.769522758,0.144649916
0.12407075,-0.099470533,-0.230137017,-1.759187548,1.610548296,0.192249897,-0.895531453,-1.820394876,0.470065741,-0.340194149,-0.618704901,1.090121637,2.085969727
-1.869230671,-0.675575963,-0.372236272,-0.33095185,-0.392155385,0.964601555,-0.460476488,-1.705991165,-0.31860768,-2.041784174,0.531446436,-0.399070626,-3.464100677
1.474826487,-0.694030184,-0.896740974,0.006813635,-0.190182929,1.891734767,1.461805161,0.900084919,0.266850271,1.006909681,-0.502234874,0.316033153,8.440284724
1.088501741,-0.352941836,-0.260761592,-0.599576627,1.237836514,-1.653348109,0.240639904,0.432716251,-0.120234225,0.388842702,-0.453394642,-0.87247698,5.917171069
1.007965336,-0.700235848,-0.45328124,-0.318654447,-0.96740765,1.737479568,0.046715836,1.242844235,0.580883557,-1.301164635,0.833609761,-1.782238432,4.152196592
0.058133362,-0.052233414,-0.631633115,0.129797421,-0.274024901,-1.74792201,0.693661266,-0.039886592,0.085282455,2.696870053,0.167183613,1.752762645,3.654500032
0.233947026,-1.061038477,-1.008326914,-0.019848743,0.571389789,-1.189744829,0.871950413,-0.34038094,0.648869492,-0.844893995,-0.220025739,-1.585241896,4.919015731
0.148499501,0.505686503,1.161315582,-0.221599225,0.124044587,0.775809667,-1.632895364,-1.825307603,1.686497097,-0.846959981,1.969704124,0.357614687,1.178114477
-1.70610627,0.583928766,-1.056539748,-1.824262907,1.304183827,0.664208165,0.080746064,0.474390316,0.290165439,-0.268983271,-0.723552049,0.033828665,-3.000409154
-0.261471864,-0.175063518,0.085839582,1.793323329,-0.06322915,0.510723858,2.042855193,0.02905063,0.238685401,-0.075972705,1.795476327,-0.415737962,4.392116207
0.083509178,-1.060267226,1.468427638,-0.987800224,0.107180021,-1.410305928,0.131300032,1.604365325,-0.81649015,0.294567404,0.642839536,0.169279818,6.125809725
-1.41307153,0.611394513,-0.309921024,0.916950112,0.655822434,0.786510986,0.059102893,-0.036932472,-0.707488816,0.581253892,0.140397777,-1.296757956,1.138747886
-1.272052893,-0.162011204,0.01884141,-0.584298566,-0.657368187,0.18223642,0.444220747,-0.934881666,-0.819998484,-0.19430269,1.549982799,0.528503722,0.936689506
-2.860597964,-0.757011838,0.313030432,1.400560663,-0.664809684,0.303048155,0.759857565,0.315858805,0.963022897,1.143243739,-0.018357327,-1.742540078,-2.1476899
1.148806258,0.852689894,0.903271489,0.796240552,-0.262158895,-2.455580032,-0.834146948,-1.591538936,0.421818988,1.294659112,-0.626464687,-0.613657975,2.578048458
0.769128701,-0.136995797,0.177107607,1.796037528,0.647428333,-0.959247275,2.191956919,-1.435898176,-0.421053013,0.894161146,-1.623410961,-1.923105679,4.358708519
0.419483104,-1.38317836,-2.174739596,-0.814128718,1.059439268,0.190858793,0.128698113,0.908961261,-2.643970166,0.393120275,0.669316831,-0.50264065,2.974522837
2.061921458,1.666329584,-0.099334492,1.261928393,0.025113844,-1.382636213,-0.421148526,1.567111081,-1.104146526,0.581913462,-1.478178611,-0.235630791,2.185052244
-0.025247938,-0.211077416,0.313925005,0.741369635,-0.34407006,-0.389530466,0.735461366,1.467031294,-0.12065846,0.032426608,1.597765808,0.226244857,2.53079273
-0.031134017,-0.141492677,0.222093937,-0.087545555,0.088255915,0.064770389,-0.102026341,-1.012741734,0.380959033,1.293738908,0.760323788,-0.257644293,2.380075913
-0.59164735,-0.47597682,0.075912377,-1.771562209,0.350608282,-1.509944426,0.141734682,0.039056349,-0.309240549,0.284356067,-1.153743862,-0.691979632,0.705813102
0.293766819,-0.813525594,-1.246122499,0.502314376,1.390575707,0.347280338,0.304779646,1.053339241,0.276704179,-1.310359811,1.358842117,1.471869279,3.890689909
0.495317241,1.231849034,1.622592653,-0.029053988,1.737598959,-0.16762543,-0.161545963,0.087332301,1.321053102,-0.657387812,0.610902154,-0.923700454,-1.769026075
-0.244297262,1.744030145,-0.526685982,-0.298911793,-0.687449816,-0.908394919,-1.063970398,1.019527128,1.366107783,0.184863225,-0.293200394,-1.070729365,0.610982616
1.278392083,-0.628991313,1.625426406,-0.110683567,-1.020313517,-1.517677132,-0.468795063,0.982088613,-1.0728858,-2.195104342,-0.333763932,0.510952662,3.195966437
-0.956879886,-0.005937781,-0.303934793,-0.628957934,0.278566797,-0.6480746,-0.687923063,0.265502957,-0.901546841,-0.517646988,0.456736597,-0.288200298,-0.536724507
-0.273130598,-0.65795729,-0.039870162,-0.631449446,0.809491222,-0.333471561,1.56013204,0.038347168,1.084808287,0.596561347,-0.38818135,0.127665018,2.329738593
-1.586021526,0.645865468,0.464436915,0.178205519,1.81881325,-0.189893502,-0.570203115,0.689033026,-0.420295619,-0.826495166,-0.419160622,0.055320297,-1.8649723
-2.586247236,0.858920853,0.227171956,0.469446464,-0.187071184,0.164029134,-0.167722098,-0.793148772,-0.54039603,0.472469555,-0.270056387,0.613363741,-3.301796674
-0.190817346,-1.320000146,0.083186156,-0.371830175,-0.543526765,0.472083773,1.11535965,0.815755025,-0.555503151,0.246506446,-1.761603351,-0.955043607,7.149164446
0.530015535,-1.741591038,-0.087610158,0.837330525,-2.366156188,-0.340722591,-1.523000046,0.947502804,0.31851246,-0.887198237,1.836715644,-0.309645931,4.209555785
0.183549667,0.063017626,0.407234243,0.007750562,0.2495751,-0.710424475,0.531315468,-1.208956454,-0.301159231,0.891333675,0.851621238,-0.327140869,3.913426798
0.651301664,0.87065233,-0.37525171,1.392350593,0.37818049,-0.789675611,-1.935593299,1.435793355,0.696616901,0.909393877,2.334591941,-0.547830222,0.274423446
0.1883267,-0.579981607,-0.099696208,0.07742747,0.552021683,0.886077958,0.288330811,0.275279157,-0.49870954,-1.494269487,-0.601318229,1.133347402,2.130832622
-1.350476499,-0.071386055,1.333439941,0.429367232,0.821786883,0.560719916,0.629584665,0.238529734,-0.129691828,-0.54378753,-0.034947227,0.10858715,0.920619787
-1.333912219,0.393995212,-0.551447113,-0.033337028,1.026826048,0.373127164,0.180350673,-0.288730585,-0.098941837,1.404759594,0.182884623,1.388411097,-0.840010239
-0.447452603,-0.162958552,0.4351474,-0.206575575,-0.453863036,-0.228710521,-0.288978926,0.031350218,-0.191911756,-0.950595787,0.186269018,-0.025504248,0.974800435
0.267603788,0.830038503,1.812805196,0.244512425,0.994037095,-0.167063381,0.662924106,-0.437949066,-0.306125769,-0.775375242,-0.453524722,-0.686761266,3.91327004
-0.235834528,-0.434275712,-0.449536243,0.519937424,-0.069436668,0.093054436,-0.58236912,1.03725674,1.229236686,-0.578992447,1.392892865,1.259526286,0.676102381
-0.561480089,1.087294778,-0.946013275,-0.646867729,1.548694053,-1.732065809,0.207210078,0.475916956,0.514758585,-0.433157291,0.287926957,-1.092885148,-1.976054809
-0.980348801,0.759864686,1.238520971,-0.622046449,-0.139952934,0.157625641,-0.139651346,-0.434200866,-0.40790888,0.26836178,0.849701678,0.006033508,-0.382838257
0.782173774,0.378745993,-0.050376209,0.154520603,-0.665989208,0.872095613,1.0680019,-0.67228156,-0.135096664,0.294993117,-0.149728542,-1.81288688,1.326113185
-0.029852323,0.973616539,-0.951853944,-0.719245475,-0.437864023,-1.581372774,0.632818882,0.35531588,0.467941412,-0.27713326,0.04025931,0.237736852,0.281964185
-2.541253507,-1.30055791,0.939402841,-0.616725063,-0.002673152,1.032607155,1.221150166,1.412504365,1.342434862,-0.488239303,0.273814484,0.193892622,2.409886754
0.435180019,0.999326896,-0.527930476,0.242283032,-0.136690719,0.029732271,0.602482175,0.858402171,-1.435404442,-2.969679196,1.070764228,0.58272249,-0.043101134
0.153288372,-1.573221998,-0.458410182,0.156716085,-0.173914328,-0.434174029,-0.643180772,-1.338295477,-0.03572368,-0.053593349,1.086861796,1.769846527,2.602731875
0.420820337,0.453083499,0.259073535,0.881016728,1.010575926,-0.502269956,0.959419791,-1.80259316,0.445450143,1.686823662,-0.363556156,-1.525113853,2.796928697
-0.375368414,0.980104263,0.308911722,1.631639258,0.517096333,1.24362198,-0.724649611,-1.027777541,0.169676409,1.072211896,0.534013644,0.396022503,1.132249797
1.252099618,-0.825681889,1.836620889,1.002398124,-0.429629138,-1.043834983,-0.28028064,-0.942995142,1.609073972,-0.726424747,2.102855544,-1.172507865,5.793005258
0.850307705,0.411408341,-0.658890361,-1.806304609,0.975110471,1.407503772,-1.621998282,-0.967264572,-0.099329918,-0.254273963,0.961731434,0.071477135,0.791155085
-1.450294882,-0.591021828,-1.220589796,1.580874622,0.558517282,0.439774278,-1.233074816,-0.876983423,-1.224704525,0.076883087,0.466134948,0.813747864,-2.104125212
0.147924312,-0.631033907,1.438192316,0.583553187,0.223211805,-0.591445068,-0.512726896,1.666858422,0.050243987,0.172244341,-0.821000241,0.479736832,2.692876184
0.185407431,-0.601701428,-1.214526633,1.258735315,0.375612115,-0.895081314,0.695388664,-1.72677534,0.373532239,0.217680921,0.126900722,-0.286666288,1.214141752
-0.45568849,0.179195125,-0.928715011,-0.463951831,-0.923004613,-0.510641795,0.748921739,-1.305901012,-0.461273584,2.616212872,-0.823120567,0.845048936,0.614492646
1.218761543,-1.108801359,-1.585203062,-0.658747932,0.250439625,0.0653097,0.718518795,0.294925787,-0.294304419,0.613237865,0.186844673,0.600875734,4.136648927
0.758079927,-1.858134297,-0.26347052,-0.99046377,3.123511809,0.026153205,-0.709798582,-0.947357983,0.100256408,2.550000573,-0.161129045,-1.779518301,4.752886347
-1.436858558,0.469693028,1.91177626,0.462876981,0.811555304,-0.555843427,-0.706920955,0.974918143,-0.106988631,1.367110924,0.686945263,-0.593366308,1.2317399
-0.967517836,2.287415501,0.929419628,1.537483272,0.375986031,0.374599463,0.568277414,-0.53340605,1.309010387,-0.419179908,0.881200839,1.16586589,-0.954265648
-3.179371031,-0.015864446,-0.331565368,0.647169512,-0.969686072,1.15445183,-1.126453481,1.123591421,1.521438868,-0.448529539,-0.68459267,-2.171071478,-2.972618731
-0.27282705,-0.713794351,1.475500538,0.714741646,0.755523589,0.40345237,0.067437703,-0.908000815,-0.593874651,1.414010145,1.639138763,-2.283948801,5.383065105
-0.195442191,0.189710196,-0.446436101,-0.106880191,0.549891152,-0.360071847,0.536663244,-0.896397098,-0.149409661,-0.704636809,0.693037719,-1.018603694,-0.278963947
-0.60662443,0.529094372,0.59424387,1.509343232,1.137310815,0.986319502,-0.59633207,0.301682888,-1.571181304,0.292544299,1.637670273,-0.56872182,1.467207205
0.00065363,0.889036175,-1.612014765,-0.208876731,-0.149715281,-0.445784982,0.462958524,0.710681784,-1.727086063,-2.450909014,-0.354633257,0.700961549,-2.259632278
-1.367960031,0.562339994,2.048069423,0.100457468,-0.880932629,-1.857146671,0.472510367,-1.434500208,0.573665492,0.654156268,-1.346187572,-0.064173774,0.840988847
0.050800068,0.748410294,0.268846945,1.00277707,-0.490429678,0.167077573,-1.492507033,-1.009411,0.22944033,-1.179803854,0.576354626,0.502415482,-0.564968154
-1.505328791,0.587715974,0.914000923,0.913632163,2.304033031,0.297612546,1.672249575,-0.976589025,-1.338721315,0.526453524,-0.852978639,2.079197383,0.462657055
0.345198034,0.458077128,0.190165748,-1.290072734,-0.887158483,0.388953671,2.29521505,1.529195348,-0.12491583,1.602846726,0.119404515,-0.707021356,4.39297004
0.573754472,0.599259894,1.898967959,-0.535388266,-1.385441643,-0.072641312,0.503568611,-0.355945514,0.138372846,0.640539545,-0.156210333,-0.627298681,4.467665463
-0.932501888,-0.686389985,0.933682641,0.263406118,0.30413738,-2.572623393,1.220473224,-1.4396395,-0.580344944,-0.903537011,0.196216685,-0.250460435,4.87475269
1.196204629,0.873279003,-0.249787935,1.723758964,-0.977117702,-0.411244373,0.204096295,-1.943169761,0.091173651,0.335796437,-0.728619644,0.486388546,2.337934303
-1.106472779,-0.57205672,-0.712920808,0.700505264,0.448630849,-0.423125967,1.06390159,-0.216376632,1.760973542,0.945325078,-1.833260523,-0.094533114,1.73175427
1.124167089,0.054917438,-1.177044012,0.059457752,-0.310056283,-1.611651844,0.073985568,0.136857553,-1.002403072,-0.020337846,-1.14124662,-0.732908066,1.937909483
0.913700214,1.696093058,1.235222809,-0.582945946,0.461436772,-0.073978651,0.031369462,1.281936084,-0.39896608,0.896260876,-0.832961771,1.267711492,4.763141408
-0.520983856,-0.96340055,-0.090051469,-0.989673259,0.62964828,-0.490124537,-0.862061092,1.189014212,-0.630371286,-0.557752763,0.158994757,-0.691093738,3.31479282
-0.472361153,0.055977544,-0.255728574,-0.102135073,0.336077559,-0.54645947,-0.788580437,1.049740583,-0.966186253,0.854786613,-1.617499254,0.380281894,3.303174439
1.152093335,0.69025934,-1.089936992,1.741323728,-0.416678201,0.754210431,-0.13600449,1.37865261,0.584475195,0.012649461,0.910333583,-1.391400422,1.831794573
0.666983156,-1.069312865,-0.852268513,1.184401485,-0.12900388,-0.105019343,-2.159970383,0.201093541,0.888923401,2.146807405,0.947132001,1.185579844,1.053393395
0.306979262,-0.921034466,0.19259118,-0.394098432,1.89620684,-1.218407885,-0.259138825,0.427901688,-0.123252225,-1.104148263,-0.667837087,-1.055770197,2.310009174
-0.858726188,-0.410921214,-0.107102466,0.422435094,0.765629501,0.17053045,-0.105765929,-1.340411788,0.764804112,0.966101286,1.049435931,0.662555743,4.403826612
-0.376040938,-0.527843199,0.257191312,0.894844662,-0.50196805,-0.617749346,-1.049950898,-0.959956085,-0.406488462,-1.32884601,-0.667657612,-0.23274392,2.316343165
-1.490717367,-0.386734177,-1.659539209,0.705445987,0.355763212,2.4574554,0.128464773,0.450327641,-0.075959845,-0.617483436,-0.423877728,-0.231870461,-1.180083387
0.587465485,0.320572633,-1.95017797,-1.220351365,-0.813378992,-1.129533557,1.927255285,1.380990699,0.197854587,0.728104672,1.489250828,1.087602524,4.806388008
0.442325422,0.438771731,-0.760533577,0.078983227,-1.14942333,0.093595624,0.172026311,2.232160928,0.752525798,0.181229974,1.234127741,1.055145523,1.623295081
0.932881462,-0.084482913,-0.850737018,-2.069333325,0.042260807,0.940735916,-0.779109867,-0.753498273,-0.006586511,1.039785206,-0.722060453,-0.010616706,3.388649659
-0.604144002,0.025326376,0.475296565,-0.311156348,-1.403262838,-0.027262599,0.235939306,-0.302873791,0.510252034,-0.112578479,-0.379762254,-1.614878074,4.147853417
-0.656203732,0.227275938,1.499614055,-0.904618337,-0.422713609,-2.049823905,0.172585405,-1.287974261,-0.280958992,-0.230053929,-0.407433468,-0.938073317,1.200101538
0.111582274,0.431169977,1.033224028,-0.34067695,-0.356571189,-1.068441942,-1.362794471,0.414361164,2.072759356,-0.406020626,-1.679442487,1.740692875,0.106971238
-0.70904144,-0.727300108,0.000781902,-0.163824915,0.791443823,-1.067012165,-0.616194771,0.068533109,0.127189689,2.250525286,0.000222819,2.781796143,1.893329546
0.355590933,1.386555162,-0.654744933,1.208977603,0.049089344,0.006359218,1.096149757,0.883128223,0.190515442,-0.191475745,0.37325598,0.525567831,2.360169563
2.110657086,0.822400831,-0.008914999,0.788031223,-1.067585814,-0.876543883,0.655920035,-0.962423341,0.687760258,0.8584724,0.166513997,-0.09784795,4.107522336
-0.008037993,2.775728539,-0.776023336,0.054857324,-1.359094676,-0.325408952,0.658122061,-2.170905973,-1.147434931,0.030804259,0.81051081,0.817964857,-0.756782562
0.448812646,0.003111516,0.591627351,-0.368723836,0.477433865,-0.347300087,0.008092316,-0.482509438,-0.114661152,-0.691320212,-1.558344373,-1.678446017,3.980212063
0.581017602,-1.791316773,1.248284913,0.601779904,-0.099224191,-0.154647135,-0.39125146,1.324965694,0.961716222,0.4598339,-0.303576579,0.002880566,5.455591318
1.307668808,-0.629605327,-0.99584102,-0.735151154,-0.103941939,0.431059177,-0.822726541,-1.326616691,-1.303686231,0.717448055,-0.937472782,-1.103501648,2.807392079
-0.531372239,1.104308555,-0.732399186,2.057291902,0.866595403,0.72994708,-0.595469697,1.233516474,-0.75299054,0.793752026,-0.710719721,0.571755061,-1.769485714
-0.539673614,0.524584778,0.045855013,1.064971481,-0.563639756,0.833442256,-1.178569458,-0.487044854,-1.346863825,0.032278487,0.155715922,-0.729533393,0.617817763
-0.281597238,0.240795361,-1.319080794,0.661139329,-1.286364189,-1.008157676,0.285707887,0.224847486,0.291851302,0.822030214,-1.805785994,0.216133742,1.212594253
0.101183525,0.92318943,0.187776049,0.229503679,0.426928869,0.431108233,0.355901144,1.945608548,0.639656809,0.684839158,-1.198230181,1.739882988,-0.214067069
-0.031664335,-1.425305484,0.580373113,0.140747987,-0.43819947,-0.282266387,-1.620696118,3.117463733,-0.788149103,-0.365659352,1.615883609,-0.608034688,3.479927902
-0.141892752,0.518799713,-0.369595011,-0.110996754,0.870506057,1.182655618,1.466817334,-1.617361332,0.190277952,-0.084460316,1.044971641,0.471891368,1.061599844
0.640329068,1.153125547,-1.31435906,-0.809228973,-1.176715768,0.262791144,-0.576940337,-0.952358083,1.266191754,0.97853436,0.364818142,-0.208707748,0.644443162
0.863477321,0.04172358,0.415108329,1.525617463,-1.17434571,-1.339690671,0.646557011,0.302380665,0.774448896,-0.306512082,-0.99434679,-2.398214047,4.07683171
-0.197074949,0.556638512,-0.252109626,-0.390932247,1.897861706,-0.75834081,1.358910678,0.941764846,0.807584463,1.061982301,0.600740208,0.509802016,3.554604155
-0.703582536,-0.625573897,0.835168176,0.977832346,0.44577766,2.333879571,1.534332438,0.420936459,1.256394436,-1.141937027,0.023474652,1.597101021,2.151373387
-1.251817574,-0.696431016,2.314898917,1.728102991,-0.385436369,1.377528449,0.536565793,-0.390196878,-0.939223426,0.991777206,0.564755004,-0.144294369,3.606477082
-0.548796312,0.221696349,1.17020505,0.344234612,-0.378508179,-0.045506323,-0.594668225,-1.151174249,0.939007655,-0.19535433,-1.880243331,2.589748215,-0.387450922
-1.775487114,2.011366209,0.458933908,-1.110380146,-0.841499407,0.71212242,-2.1508734,-0.596736541,-0.653816126,0.362040988,-0.845218287,0.404672205,-2.148556319
-1.440584566,2.2141585,0.711106104,0.179501713,0.049304025,0.892106332,-0.172787871,-0.445284151,-0.445919394,1.067926447,1.252842386,1.303566679,-0.548923508
0.003460957,0.772044664,-0.841877315,0.312533242,-0.125614588,-0.571103109,0.854224098,-0.246593169,0.11778024,1.891262393,-1.299012265,-1.008396198,1.506828431
1.120782957,0.929441993,0.702323795,0.044616936,1.754300511,0.194613517,0.208382856,-0.14546052,-0.770013167,-1.696425509,0.213927782,-0.648607133,-0.915012462
-1.606621063,1.648263881,-0.88660976,-1.626655331,1.222435112,1.261656936,-2.12113113,-0.46948958,-0.108031035,0.304271521,1.694079433,-0.656707964,-5.050213955
-3.323859444,-1.157474556,-2.367932089,-0.689683901,1.387673054,-1.074534112,0.928026977,1.445589103,-0.128830481,0.804581173,-0.561755384,0.172959888,-1.524214955
-1.256246743,-0.308639106,-0.839568055,-1.034457099,-1.924760542,0.071657808,0.457474163,-0.648689631,-0.620987549,-0.483812804,-0.103386171,1.577532781,0.254777187
-0.194464517,0.290019006,0.010862294,-0.873038977,-1.27269885,1.244869407,0.481753114,-0.835275637,-0.709164115,-0.956216218,-0.162272238,0.122284093,0.632479142
0.802584431,0.921707745,0.429202505,-0.250815276,0.595423213,-0.632005984,0.662146126,0.530951319,0.485391774,-0.087770831,0.265969607,0.314922017,3.782953601
1.988952521,1.130345137,0.226407513,-0.010894482,1.670004937,-0.868920435,1.359439004,0.120181221,-0.245886105,0.272305429,0.98996139,0.224590352,6.877410637
-0.382205149,1.697156333,-0.4148019,-0.79946973,0.870528392,1.594607427,0.815795927,-0.307026842,-0.457632191,-1.01748956,-1.537439357,0.452782674,-0.259461257
0.06277848,0.320445872,-0.881148602,-0.44320219,-1.322499348,0.895309874,0.501356581,0.747226771,1.188472879,-0.071977193,0.669774168,-1.339544584,1.630878383
