X1,X2,X3,X4,X5,y
0.201679774,-0.961362826,-0.83917009,1.770257637,-1.170794193,-3.346966458
-1.400777487,1.072880307,-0.908018431,-0.028864704,-1.555860699,-3.488236908
-0.254281918,1.07131348,0.23681081,-0.378992531,1.890039336,-1.826728282
0.119698565,-0.586080763,-0.338764007,-0.33948177,0.204812357,-3.158734839
1.172684095,-0.580892918,1.473729064,-0.400737034,-1.765748619,3.313586612
-0.82100871,-0.736189578,-0.9255897,-0.867405982,-0.901987324,-0.495312556
-0.362901438,-1.151403401,-0.765207757,-0.691851965,-0.010221539,-4.565991205
-0.920128099,0.435935332,-0.418784371,1.043576859,-1.044435914,-3.858123867
-1.068900529,-0.952809401,-0.717170118,0.026169189,1.511860975,-4.778954052
-0.670923335,1.477954874,-0.060170437,-2.017032033,-1.601495778,3.06779031
0.203358485,-2.02621103,-0.577937003,1.443017835,1.821593268,-5.812308252
-0.027974703,-0.528070269,3.995045238,-1.049421778,-0.599517172,4.638696718
0.363509411,-1.196796304,-0.972363972,0.02410861,-0.466566986,-3.218725141
-2.305494233,-0.061166393,-0.671451308,-1.068563766,-1.876334671,2.504334028
0.037796772,-0.40283048,-0.66823105,-0.850495605,-1.836797937,-3.184340096
1.163203631,-0.449473345,-0.489957945,-0.555485127,-1.065304419,-0.195350214
1.247080316,-0.65059412,-0.81526124,-0.977949623,1.540360224,-3.582368797
0.109902118,2.075514174,-0.885875347,0.510254826,1.468255713,-2.825837684
0.167283452,1.711786197,-0.375230329,0.078325931,-1.582695139,2.734640587
1.203946818,0.155757479,-0.698535064,1.200278245,1.393612009,-0.971654351
1.113898494,-0.956964957,-0.42282499,2.009246039,1.804543176,3.160328484
-0.353284161,-0.480564923,-0.565759078,-1.787337316,-0.119994915,-3.818516122
-0.892407698,-0.89160861,-0.435995288,1.343110894,0.83246059,-4.700067834
-0.105690919,1.072156003,-0.938010207,1.236095783,1.816833483,-4.583514435
-0.534679061,1.318001494,-0.410143608,-0.427895998,0.699959602,-2.702967885
-0.162532143,-0.415190473,-0.653536249,-1.232023345,-1.069772819,-3.806404849
-0.441332835,0.35167876,-0.47200657,-0.836436931,-1.116141786,-2.153481005
0.304999376,-1.642063466,0.153108976,-0.058617724,-0.533689063,-1.524320734
-1.631646141,0.34913441,2.488833189,-0.477378296,-1.19371495,1.612931095
-0.154330601,-1.699026498,-0.631214927,1.84343005,0.278332345,-2.912644903
0.86741162,-2.889380493,-0.649086233,-0.51015226,0.615205531,-3.296593367
-1.442935044,-0.348399018,-0.236526312,2.405932829,0.036170243,-4.008946471
0.222771176,-1.514241041,0.035376674,-1.235178406,1.805351135,-4.168467243
-1.539518564,-1.659954364,1.129973106,0.793216969,-0.479225044,-0.098563114
0.045174396,2.577393154,-0.15866148,-0.256685234,0.102790947,2.193250976
0.471889758,0.065024543,-0.856801193,1.06186035,-0.033342328,-1.077577197
-0.778077887,-1.504770819,-0.664871144,0.301261805,-1.220977988,-4.717516922
1.079993083,-2.032609633,-0.806321256,1.690924321,0.941330656,-2.210032921
-0.31022171,1.052103637,0.860625968,-0.193212396,-1.195118118,4.715438978
-0.0317951,0.835164286,-0.147338462,1.403579972,-1.267207824,-1.803028453
-1.372454369,0.959175759,0.842388478,-0.891143901,1.726640903,-3.722785775
0.460778398,-0.187454302,0.723466692,0.27605701,-1.044188621,4.63699765
-0.672120809,0.597840854,-0.470816933,-1.11246611,-1.873547553,6.507055642
-1.499134071,0.536387383,0.289528947,0.269158758,-0.957996299,-2.244036858
0.386325032,-1.455161892,-0.296603259,0.369208419,-0.300614084,2.989028098
-1.557997731,1.369355428,0.236683442,-0.728520222,-1.268478607,2.573164294
-0.047523907,-0.857239274,1.084754391,0.338923773,-0.598658971,-0.506558354
0.111804817,0.069057893,0.89654303,-1.070921192,1.620054854,-0.245600855
0.636630275,-0.063766016,0.159291744,-0.203402891,1.088974609,-2.368359044
-0.715758745,0.487521595,-0.645418432,0.01284776,1.8733458,-4.221194003
0.53128938,1.139660247,-0.940176385,-0.238357878,0.457681968,-2.461285728
0.232790455,-0.664042707,0.384991186,0.286980373,-0.110817651,-2.188237298
0.008359226,-2.487251962,-0.462968103,0.534636316,0.979693867,-4.070167343
-0.049929231,-0.234463684,0.298383969,0.257306715,-1.505606867,-2.580188282
-2.762985103,0.347569752,-0.603248386,1.323296444,1.517304075,-6.937581485
0.956460805,1.035940508,-0.628008615,0.070951053,1.572773855,-1.583798046
-0.316020101,0.543504435,-0.528888558,-0.41103915,0.524593226,-3.484707886
0.542879633,0.779434259,-0.445025092,-0.737314989,0.101993909,-1.998645779
1.343651092,-0.622165888,-0.777583556,1.808206286,-1.242700694,-0.735715762
0.223863866,1.236707433,1.918157424,0.019397742,0.847393148,4.527622657
-0.045343924,0.119747449,-0.835078565,0.55277954,0.824204969,-1.158550196
0.276949433,0.261037239,-0.159589727,0.424975152,-1.146185296,-0.980324588
0.256012503,0.376268862,-0.067286216,0.306841305,0.373785413,-0.376817089
-0.160282964,-0.32955795,1.239457115,-1.05934164,-1.518237122,3.015116841
-1.136153661,0.251784888,-0.62529059,-0.102561209,-0.398355534,-2.596296725
1.31268253,-1.178923596,-0.797440694,0.843626274,-0.330869279,-0.649993934
0.774259463,-0.909832376,-0.714542497,-0.343289581,0.491726308,-3.443985583
