X1,X2,X3,X4,X5,X6,y_A,y_B
0.398156643,0.715698432,-1.260719225,-0.12445144,-0.492858159,-1.425035416,3.930231674,-1.860428425
1.609670863,-2.337539187,-0.41517058,-1.838101752,0.792107009,1.360289296,7.597987275,-2.659077574
0.615868017,-0.563036883,1.096248913,-0.321897295,-0.361833835,0.848347758,6.363640586,-2.049251118
-0.371758309,0.806611451,0.426217134,-0.207406357,0.082026491,-0.083688023,3.94220671,-0.774106491
0.328616658,1.303249709,0.641635365,1.445730397,2.093887495,1.061924477,3.443157895,1.155737049
2.965032781,-0.692714702,-0.487782496,-1.513506676,-1.440636248,0.084449002,7.202127675,-2.852488518
2.073557123,0.760611457,0.670723536,-2.211471173,0.887574971,0.968502876,6.413316976,-0.121251278
-1.136609102,0.976524038,-0.202706457,-2.655834606,-1.773454438,0.497900827,0.251827681,-2.665577204
-0.728531376,-0.800911998,0.486552316,2.21717175,0.669902194,0.640279834,5.889582365,-0.771092176
-0.992901001,-0.576226901,1.052246021,0.309257775,-0.337324767,-0.363497398,3.157379347,1.031750665
-0.259625459,-0.836038796,-0.555504181,2.352442888,1.936801411,-0.969887069,6.737112694,1.474322397
0.613536099,1.477713098,-0.958094496,0.947866062,0.307237453,0.703404067,5.718718776,-1.142011799
0.879437796,-1.02701856,0.348438925,-0.612505583,-1.912911635,0.646851241,6.38120528,-3.216193868
0.036490654,-1.422221118,-1.003737314,-0.601414657,-1.539232684,0.17269483,4.546241274,-2.973331066
0.475348757,0.429097741,-2.469171766,1.062584338,-1.016317383,0.284591895,5.570767024,-4.68911434
-0.545281176,0.464632094,-0.288884244,0.598066336,0.232884203,-0.062935836,4.10866195,-1.469874457
1.003517127,0.102219745,0.351843588,-0.512332684,1.474645361,0.632406983,4.290314159,2.086815715
-1.020993724,-1.478651428,0.063008773,2.188899332,1.514603445,-0.035283046,3.728392147,0.192390231
0.206637628,-1.958199895,-0.364179691,1.562118561,0.960135304,-0.18058685,8.005406258,-0.948689591
0.460871452,2.53238727,0.957919278,-0.194955775,1.972775185,-0.39153795,2.59301241,3.299262575
-0.507043362,0.090212051,1.763311003,0.847462693,-0.47553103,1.29736906,5.736840194,0.310182175
0.148550001,0.584833623,0.851151915,-0.562669407,-1.738835483,-2.008878806,2.467820592,-0.42713722
-0.683622128,-1.774690554,-0.453808533,0.314252662,-0.225003679,1.135594841,5.137409648,-1.532252169
-1.801064104,-0.119417216,1.236383454,0.413223255,-1.201677389,-0.82131952,1.228780243,2.586070522
-1.346375447,-0.832040276,-1.411015225,0.062779056,0.656233384,-0.388396779,2.675022072,-1.498356794
-0.015708262,2.301881241,0.733846691,1.23658636,0.003897543,-0.669979789,4.166216087,0.784361876
-1.733864353,0.833376507,-0.685729706,-1.352340072,1.662223706,-1.376310075,-0.106509186,1.884666487
0.458001722,-0.529164828,-1.589928056,0.897090663,-0.155476932,0.502632026,7.175382373,-2.107683356
0.134236097,-1.250988233,-0.138690499,0.284236756,-0.404850677,0.023621833,6.491703892,-1.8739354
-0.535471106,0.943860666,-1.07733748,-2.617996086,-0.191223022,1.426424919,-0.418100014,-2.859725376
-0.510166051,1.864811015,-0.343192746,-0.428449353,0.952896003,0.605978532,0.701631033,0.298929955
-0.63875741,-0.740309437,0.033937896,0.914276695,-0.290566288,0.000665597,4.709201293,-1.618711698
1.223928703,0.413303846,-1.583855596,0.182962291,0.360392745,-1.728105942,5.089858881,-0.735650894
0.363781958,0.030379328,-0.48187343,-1.632151669,1.511303318,0.995011875,2.808170977,0.145189359
0.054255978,2.156872942,1.227692556,0.526200007,-1.689783607,-0.413153918,2.455800182,-0.824747172
-1.193363657,-0.535511701,0.267300263,0.944244367,1.73107018,-0.452098392,1.209452652,1.364222627
1.202938699,0.780355513,-0.736892601,0.254130646,-0.430742201,1.36467613,6.269556305,-2.702174166
0.634076001,-0.487744536,0.330639866,-0.490496564,0.438992388,-0.80393944,5.798486712,1.109168893
-1.103411962,1.747703772,-0.7510519,-0.183007463,-0.306104953,-1.941925944,0.190318335,0.106065907
-1.001977162,0.154470085,0.844653587,-1.611957146,-0.061096229,1.417745936,0.427112829,-3.073274566
-0.262788563,-0.626024185,-0.426701104,-1.436830827,3.068383318,-0.959375206,4.701873756,2.811722314
0.14753399,-1.143402955,-1.749023309,2.167686028,-1.399149636,-0.022951413,7.628361851,-5.222237431
-0.627221471,-0.142051951,0.578799138,-0.246260716,-0.007955915,0.758019111,1.742994216,-0.343841914
0.153504086,-0.550386019,-1.772953538,0.108840272,-2.129557842,-0.128086704,4.550975298,-4.931743699
-3.259805296,-1.172776028,0.275648365,0.337041338,-1.710272176,0.651752835,-0.743815231,-2.536326597
0.526725162,0.708922641,-0.767948002,1.167433459,0.326758244,-0.713968744,5.232847447,-2.477565139
-0.519530118,-0.444018329,0.019529785,1.725012202,-0.568572954,-1.31418204,5.743649581,-0.916595222
-0.144947015,-0.419180981,0.259499444,-1.13315657,-0.231961879,-0.039481608,2.626164406,-1.074570844
-0.767138095,-1.034088839,0.13555607,1.159293982,-1.138082877,0.571717201,3.628765997,-1.403719312
0.467837139,-2.13880914,1.376065241,1.965011838,-0.742219219,0.543559717,7.58263957,-0.159248105
0.354652381,-1.580769107,0.349727465,-0.241674476,0.35246849,-1.068957886,5.605547554,1.135239538
1.423495244,-0.312324962,-0.210130212,-1.653694898,0.076275916,-0.303231992,5.902970653,-0.701149889
0.128403588,-1.658102983,1.499593619,0.381071268,1.779025465,0.206260654,7.926500086,2.950404066
0.179481825,1.575531192,2.018491698,0.146876126,1.117244926,0.60738347,2.898418214,3.113654079
-1.033767238,0.1138942,0.231307831,-0.771226414,0.420288485,0.923470263,-0.044819126,-1.654368201
-2.753627456,-0.250507337,1.642629026,-1.548720526,-0.468472651,0.795911277,-1.016553838,-0.063312231
1.175350079,1.648586983,-0.989350099,-0.064701449,0.165249097,0.28888699,3.955667025,-2.878112729
-1.083685625,1.365143913,-0.254903142,0.303646111,0.924923823,0.631019199,1.19412857,-1.827108082
-0.234582723,0.502140765,-1.256175391,-1.556926811,0.584912271,-1.222023091,1.972102528,-1.124437895
0.261148345,-0.168497711,-0.801531727,-0.308655502,-0.396667604,0.246976285,5.203511167,-2.69996065
-0.596781467,0.190107222,0.513014843,0.387658639,0.69971852,1.132639405,3.992748957,-2.483347506
-1.12071491,1.171067932,0.965518379,0.833033927,-0.10108413,1.151953605,2.060244714,0.888422961
-1.038548832,0.327109015,1.747258087,-0.511915513,0.66197622,-0.278117938,3.373195117,2.347323624
-0.359780102,0.06294092,1.169041322,0.387640816,0.231574208,-0.418077355,4.068089037,1.631668514
0.939432952,-0.893933603,-1.23061916,-0.874485701,-0.267316003,-0.579242199,4.95119802,-3.176393519
-1.306718063,-0.416759644,-0.93761841,0.095339122,-0.273828913,1.340129839,2.242999775,-2.535952925
-3.32869313,-0.634783242,2.324172877,0.768500812,2.197728839,2.276546915,1.094719865,4.242230392
-0.431677419,0.307454541,2.59401155,0.791229136,0.22939801,-0.099456468,2.971063496,2.270471214
0.843573489,0.447137222,0.001178182,-0.765362663,0.024666038,0.178268797,5.291551379,-0.631086748
0.123619146,-0.261327807,1.055452857,0.329086407,0.134052914,1.388067798,3.420981268,-1.215877809
-1.690370573,1.441691317,-0.115690107,-1.707261111,-2.242621095,3.190738213,-2.649607452,-8.637377455
1.048691086,0.490406843,-0.497207206,1.150682641,0.301684472,-0.950932355,5.612145314,-0.559495649
0.01957147,-0.683024806,0.42980326,0.494479545,-1.185286158,0.137204966,5.25056928,-1.469941748
0.414270053,-1.800149127,-0.062121483,-1.934835151,2.035747713,-0.248158766,2.230581827,-0.165054039
0.597960586,-3.455912417,-1.214799501,1.465944303,0.914463589,-1.31806634,8.66909637,2.34788494
-1.280617244,0.233001012,0.718278099,0.430789299,-0.302917834,-1.074869115,1.725200584,0.798037071
0.384647727,0.80789242,-0.138730637,-0.5425252,-1.023425127,-1.186778992,3.89639243,0.497019242
0.553178105,1.208467286,0.163405723,-0.569927986,-0.591578922,-0.532394479,5.420414775,-0.695249397
0.946898034,0.818215499,-0.276185345,0.80874957,0.03057251,-0.856386987,4.464155845,-0.223994368
-1.054895383,0.011481315,0.871631092,1.47561929,1.237954238,-0.740528188,4.228264332,1.779245047
0.757750151,0.904827954,0.601597557,-0.217313109,-0.184827403,0.700612231,4.709021229,-1.21631878
0.806970522,0.081103727,-0.363605829,-0.848486212,0.024025618,-1.697466345,4.937512272,-0.585618883
-1.683702639,1.162636872,-0.304500463,0.788988248,-0.20094338,-0.330574739,2.931037404,-1.449515284
-0.233778186,2.118419674,1.582152324,-0.151149414,0.580033881,1.331033649,0.008778715,-0.49513034
-0.397981297,-0.284503968,-1.101793344,1.145376682,1.981434676,-0.760535669,2.31595443,0.328421294
0.63380422,1.190885537,-0.014687991,-1.731264575,2.741770117,0.874011805,2.56974508,-0.098728231
0.838468245,0.070279317,-1.204856576,0.105363683,0.247616283,0.229728708,4.77219325,-1.66784002
-2.585649958,1.108709189,0.011220291,0.767830481,-0.20655794,0.305726263,0.075826804,-1.470950421
0.42697461,-1.533963883,1.955987407,-1.82756958,-1.126342997,-1.220154735,6.598743291,-0.789939675
-1.638612733,-0.667034796,0.875434041,1.395927093,0.62483847,1.897066439,3.305872669,-0.576396225
-0.380870491,-1.216356556,-0.927051636,1.04956719,0.6995756,-1.160470868,4.415243722,0.959525531
-0.120599091,0.106758827,3.048917249,1.132602391,0.645250194,0.514197071,4.427344315,3.296264867
0.051263691,-0.204962878,-1.481701085,0.061376565,1.46698611,-1.650228452,5.506437535,0.395269142
1.071366475,1.78807845,-0.671168396,0.36646563,0.877894843,1.53780433,3.018800946,-2.392241943
0.152726488,0.562016213,1.290609664,-0.240125089,0.404383133,-1.046443136,2.995820306,1.74874026
-0.1142175,0.509174134,0.056373436,1.903110886,0.736937442,1.514312176,3.704648165,-1.04349123
1.480096194,1.141696569,-1.150922349,0.358607385,-0.390837816,-1.190218655,3.873046706,-0.941748257
0.382325065,0.175174702,1.330760348,1.826704909,0.655148561,-2.306343148,5.549370326,2.29485485
-0.133863902,2.249426785,-2.020027466,0.16286716,-0.20247112,0.246065725,2.312696942,-5.073478091
-0.302632818,-0.332381676,1.758740636,0.69583317,-0.907507497,-1.795546525,5.479773046,0.404830453
1.009218235,0.615403542,0.465732908,0.388705953,0.524409892,-2.223368219,5.460500372,3.086637658
-0.599381016,-1.465067944,1.08905381,-1.005471785,-0.775908289,-0.362588451,2.791831521,0.486889347
1.905940621,-0.678752947,-1.113877855,1.222137604,-0.088745136,1.344470518,6.983467001,-3.970543682
0.866081298,0.254295547,-0.448547309,2.34158302,-0.614700511,-1.944689248,7.287804829,-0.484112489
0.651527066,0.290205204,-1.549958639,0.05544993,0.512500301,0.69921514,8.333546964,-1.608968781
0.41785648,-0.620093754,-0.129925382,-1.417306402,-0.451514357,0.65857275,3.332802263,-3.439813925
1.913719875,-0.037539301,1.219197505,0.113177058,-1.817747282,0.052798216,7.486366258,-1.874088114
1.545233601,-1.911670735,-0.471941849,0.67736201,1.017171514,-0.829958207,6.492759146,-0.503287209
-0.596187801,1.035260192,0.519223528,0.098316004,-0.384198966,0.971042488,2.636200902,-1.787266993
0.180330321,0.009849336,0.579111903,0.700787002,0.173636527,1.28349965,4.319033335,-2.271521101
-1.884860469,-0.290179552,-0.461835085,0.673640819,0.064088235,0.512097553,1.207379033,-0.938493343
0.496569154,-1.085918853,0.062025104,-1.308716749,0.134468883,-0.458065739,2.531258265,-1.471321122
0.831086803,1.090230327,-0.282024633,0.234556155,-1.817122222,-0.265661871,5.976712799,-2.637123946
0.067788957,0.799818229,1.308369626,-1.099953062,2.207527138,1.19937271,3.855755624,-0.05283609
0.480785947,1.705126503,1.480196999,0.192890377,-0.486501013,-1.497704952,1.942784148,-0.062418869
-0.363778676,1.547474384,-1.039198062,0.660293972,0.856811908,-0.503237213,3.067319345,-0.787392458
2.171905945,-1.610833748,-1.099636187,0.008885108,-0.544961052,-0.198190123,6.518679704,-2.313332493
-0.182893813,-2.04440626,0.151801826,0.712260134,0.342537092,-1.044285758,6.126599853,-1.393165212
0.553254061,0.842385274,-0.37959609,-0.729180753,0.344923611,1.662976676,4.168928494,-3.753164185
1.893601001,-0.672071024,-0.043315664,-0.31313275,0.223147832,-1.431078977,6.539943516,1.717528967
1.13481931,-0.1620326,-0.1398764,-0.233067626,0.920756696,0.215968893,4.570116078,-0.896619412
1.523328531,2.135819689,-0.352362262,-0.318816275,-0.491915988,-0.969648306,4.298112639,-3.763499129
0.482197138,0.263459808,0.663979767,0.424502411,1.691414517,0.857646476,6.38658116,2.664871008
1.22953751,-0.14219836,-1.518215242,-0.701290498,1.33290577,-0.08045443,5.290051894,-1.751482881
1.249013869,0.471379905,1.358285429,-0.991158869,1.472032522,0.510137323,4.396393543,0.677298279
-0.484623174,0.692577836,-0.058105842,1.127539791,0.515273746,-1.279214721,2.269137591,1.373762811
-0.482106401,-0.027663037,0.501762543,-1.498423454,-0.267985833,-0.251890975,1.518929636,-0.240045299
1.418436261,-0.785532271,0.281424776,-1.735852749,-0.153785938,-0.530579547,5.266141288,1.39712659
-0.945714561,0.161239433,-0.081203165,-2.853949511,1.873624319,-0.403358091,0.74340854,-0.116708685
-2.016564094,0.112879289,-0.506698484,0.875367149,-0.211230862,-0.501554406,1.291035801,-2.539133737
-1.688870661,-0.211911086,-1.954886227,-0.786878955,1.049694962,0.92536468,-1.882695324,-2.707843293
-1.628791457,1.202548191,-2.319275933,2.022011187,-0.095541697,0.295919806,2.252195916,-3.789204321
-1.085775621,-0.56967593,0.401800516,0.437109855,0.650623341,-1.050757094,1.566514614,2.813180304
1.659295413,-0.348446004,-0.871198038,-0.527546223,-0.741017843,-0.522875787,6.657740616,-1.999405318
1.704039275,-0.678695866,0.203700774,1.97113076,-1.355408075,0.511651004,8.251922859,-1.073699898
-0.763158319,-0.683184842,-1.508087007,1.067433538,0.11851099,0.32809652,3.33129616,-3.308687542
0.823719391,1.149706266,2.405186757,-2.218766949,2.267147957,0.336933656,1.917487415,4.522189926
0.610986538,0.842754072,0.279416169,0.980545967,0.585886741,0.869848356,4.863265449,-1.666876577
0.613097021,0.461244942,1.080720054,-1.29436134,-0.140306802,-0.05536571,3.366400587,0.738710901
0.842041906,-1.081272149,2.205776886,-2.054546433,0.635941394,-0.28561171,3.120333578,3.280129037
0.57570101,1.936719074,-0.186533674,0.839091164,2.306988552,0.229521335,4.126729032,-0.356505678
-0.972348057,-0.134784403,-1.528984981,1.037869249,1.845547623,0.22485842,3.621366217,0.100591189
0.996737423,-0.932112225,0.36810031,0.1820452,-1.158866593,0.769881339,6.136377231,-3.016703637
-0.88527153,-3.020677259,0.99562222,-0.492558296,1.8062953,0.336268296,4.202793255,2.548717342
-0.482526646,-0.474924445,-0.144643612,-0.08184932,0.103995464,-1.621733851,4.82606407,1.201863068
0.855069323,-0.517480027,-0.888080147,-0.925790382,-0.946350536,0.084818134,5.292649758,-3.501418129
-0.795722724,0.852206511,-0.07107349,1.175361523,1.13990737,0.533606156,3.221738218,1.055052592
0.090176283,-0.595532303,-0.521944833,-0.595420387,-1.338556919,0.483455929,3.711238979,-4.055666677
0.856411728,1.051371739,-0.170668165,0.218999424,0.494040292,-0.907362313,4.267223506,-0.238906157
0.439975172,-0.699404958,1.775573869,0.222735791,-1.303153501,-0.336195458,5.751171944,-0.895007532
-1.390953368,1.809847652,0.324474178,-0.230658921,-0.707940092,1.469832587,1.50782934,-1.486894901
1.727426915,0.14272904,-0.936919813,-0.452258715,0.053871691,0.970197967,5.990014747,-3.47533586
-1.362837794,-1.209424867,2.311390344,-0.471670856,-0.75054954,-0.445537646,2.194693059,0.607824306
0.967030773,-1.215936728,0.197722209,-1.336711832,0.176873248,-0.986274827,7.15473408,-1.607154754
0.295161763,-0.045448278,0.480236722,0.38418754,0.735874502,0.294685627,4.184967193,1.576784544
0.06918833,-1.147574473,-0.90529369,-1.666250901,-0.238476745,-0.505872394,3.216413878,-2.738821967
-1.109652315,2.001430145,-1.565646343,-1.219038293,0.589347199,-0.51491119,0.094783578,-2.594480312
0.834682802,0.450721565,1.107815772,1.136499195,0.104789975,3.462194731,4.862966078,-0.702940935
1.672823161,-1.405612828,-0.202047771,-0.338457752,-0.950114659,0.042369919,5.754252409,-1.701056835
1.52405961,-0.011940191,1.0865979,1.387374492,0.607205681,0.453506489,6.721682275,-0.045223346
-0.18948857,-0.276316537,-0.689566717,0.846345279,0.182861277,1.552255899,4.629086441,-3.094225463
1.326689034,0.307492174,-0.440106654,-0.834968334,0.969255901,-0.256430814,4.814165919,-1.061769796
0.531385594,-0.842048871,-1.459822337,-0.140553587,0.952253594,0.163682272,4.415441218,-0.171964622
-1.516436454,0.96554339,0.469275925,0.183846081,-1.436557487,1.068341882,2.194012499,-2.839844928
0.888810198,0.735686967,-0.113928239,0.825206749,-0.025358001,-0.06118134,4.625510451,-0.67413294
-1.428800319,0.237187559,-1.195306086,-0.749858191,-2.053941738,-2.690519898,0.679562228,-4.182174985
-1.593236372,-0.820307769,0.301471925,0.368520409,3.149135738,1.205824546,1.924869635,1.545652146
